,Company,Location,Date,Job_Title,Subspecialty,Years_Experience,Total_Comp
1604,Amazon,"Seattle, W",| 3/2/19,L6 SDM,Full Stack,,"$261,000"
1605,Amazon,"Vancouver, BC, Canad",| 3/2/19,L6,Full Stack,,"$350,000"
1606,Cognizant,"Boston, M",| 3/2/19,Senior Manager,API Development (Back-End),,"$130,000"
1607,Cognizant,"Boston, M",| 3/2/19,Senior Manager,API Development (Back-End),,"$130,000"
1608,Amazon,"Seattle, W",| 3/1/19,L6,Testing (SDET),,"$310,000"
1609,Dropbox,"San Francisco, CA", 2/28/19,M4,Full Stack,,"$675,000"
1610,Microsoft,"Redmond, WA", 2/27/19,Senior SDE,API Development (Back-End),,"$190,000"
1611,Expedia,"Austin, TX", 2/26/19,Director,Full Stack,,"$285,000"
1612,Amazon,"Palo Alto, CA", 2/25/19,L6,ML / AI,,"$600,000"
1613,Amazon,"Palo Alto, CA", 2/25/19,L6,ML / AI,,"$600,000"
1614,Amazon,"Seattle, WA", 2/25/19,Manager 2,Distributed Systems (Back-End),,"$280,000"
1615,Netflix,"Los Gatos, CA", 2/25/19,Director of Engineering,Distributed Systems (Back-End),,"$630,000"
1616,VMware,"Palo Alto, CA", 2/24/19,Senior manager of engineering,Distributed Systems (Back-End),,"$335,000"
1617,Amazon,"Seattle, WA", 2/23/19,L5,Full Stack,,"$250,000"
1618,Okta,"San Francisco, CA", 2/22/19,4,Distributed Systems (Back-End),,"$215,000"
1619,BlackRock,"New York, NY", 2/22/19,Director,Distributed Systems (Back-End),,"$250,000"
1620,Netflix,"Los Gatos, CA", 2/22/19,Director,Distributed Systems (Back-End),,"$650,000"
1621,Google,"Kirkland, WA", 2/21/19,L6,DevOps,,"$410,000"
1622,Microsoft,"San Francisco, CA", 2/21/19,63,Mobile (iOS + Android),,"$122,000"
1623,Intel,"San Diego, CA", 2/20/19,Grade 11,Mobile (iOS + Android),,"$350,000"
1624,Microsoft,"Redmond, WA", 2/17/19,65,Web Development (Front-End),,"$280,000"
1625,Amazon,"Seattle, WA", 2/17/19,L6 SDM,Full Stack,,"$340,000"
1626,Bank of America Merrill Lynch,"New York, NY", 2/17/19,Director,Distributed Systems (Back-End),,"$250,000"
1627,Amazon,"Seattle, WA", 2/17/19,L6 SDM,Full Stack,,"$300,000"
1628,Amazon,"Seattle, WA", 2/16/19,L8,Full Stack,,"$750,000"
1629,Microsoft,"San Francisco, CA", 2/16/19,64,iOS,,"$340,000"
1630,Amazon,"San Francisco, CA", 2/15/19,L5 SDM,Security,,"$310,000"
1631,Salesforce,"San Francisco, CA", 2/14/19,Director,Distributed Systems (Back-End),,"$425,000"
1632,Google,"Cambridge, MA", 2/14/19,L6,Distributed Systems (Back-End),,"$460,000"
1633,Amazon,"Sunnyvale, CA", 2/14/19,L6 SDM,Full Stack,,"$380,000"
1634,Amazon,"Sunnyvale, CA", 2/14/19,L6 SDM,Full Stack,,"$380,000"
1635,Amazon,"Cambridge, MA", 2/14/19,L6 SDM,Full Stack,,"$300,000"
1636,Amazon,"Seattle, WA", 2/13/19,L7,Full Stack,,"$590,000"
1637,Cloudera,"Palo Alto, CA", 2/13/19,M3,Distributed Systems (Back-End),,"$360,000"
1638,Netflix,"Los Gatos, CA", 2/12/19,n/a,ML / AI,,"$615,000"
1639,Amazon,"Seattle, WA", 2/12/19,L6 SDM,Full Stack,,"$315,000"
1640,Starbucks,"Seattle, WA", 2/12/19,28,API Development (Back-End),,"$235,000"
1641,Amazon,"Seattle, WA", 2/11/19,L6,Mobile (iOS + Android),,"$300,000"
1642,Accenture,"Houston, TX", 2/11/19,Manager,Full Stack,,"$117,000"
1643,Amazon,"Seattle, WA", 2/11/19,L6,Full Stack,,"$447,000"
1644,Walmart Labs,"Sunnyvale, CA", 2/10/19,X6,Mobile (iOS + Android),,"$340,000"
1645,Unity Technologies,"San Francisco, CA", 2/10/19,Dev Manager,Full Stack,,"$185,000"
1646,Microsoft,"San Francisco, CA", 2/10/19,67,Full Stack,,"$600,000"
1647,Apple,"Cupertino, CA", 2/10/19,M3,ML / AI,,"$900,000"
1648,Microsoft,"Redmond, W",| 2/9/19,66,Full Stack,,"$375,000"
1649,Microsoft,"Redmond, W",| 2/9/19,66,Full Stack,,"$375,000"
1650,Amazon,"Seattle, W",| 2/9/19,L6 SDM,Web Development (Front-End),,"$355,000"
1651,Amazon,"London, EN, United Kingdo",| 2/9/19,L7,Full Stack,,"$300,000"
1652,Microsoft,"Seattle, W",| 2/7/19,64,DevOps,,"$270,000"
1653,Microsoft,"Seattle, W",| 2/7/19,64,DevOps,,"$270,000"
1654,Goldman Sachs,"New York, N",| 2/7/19,Executive Director / Vice-President,Full Stack,,"$285,000"
1655,Amazon,"Seattle, W",| 2/6/19,L6 SDM,Distributed Systems (Back-End),,"$377,000"
1656,Amazon,"Seattle, W",| 2/6/19,L6 SDM,Distributed Systems (Back-End),,"$377,000"
1657,F5 networks,"Seattle, W",| 2/6/19,Manager,Networking,,"$210,000"
1658,Snap,"Los Angeles, C",| 2/5/19,L6,DevOps,,"$230,000"
1659,Amazon,"Seattle, W",| 2/5/19,L6 SDM,Distributed Systems (Back-End),,"$285,000"
1660,Amazon,"Seattle, W",| 2/5/19,L6 SDM,Distributed Systems (Back-End),,"$285,000"
1661,Facebook,"Menlo Park, C",| 2/5/19,E6,ML / AI,,"$800,000"
1662,Capital One,"Mc Lean, V",| 2/5/19,Master Software Eng,Full Stack,,"$171,000"
1663,Amazon,"Austin, T",| 2/5/19,L6 SDM,Distributed Systems (Back-End),,"$280,000"
1664,Oracle,"Redwood City, C",| 2/3/19,M4,Full Stack,,"$235,000"
1665,NVIDIA,"Santa Clara, C",| 2/3/19,M3,DevOps,,"$280,000"
1666,Accenture,"Washington, D",| 2/3/19,Manager,Testing (SDET),,"$167,000"
1667,Adobe,"San Jose, C",| 2/3/19,L3,Distributed Systems (Back-End),,"$255,000"
1668,Qualcomm,"San Diego, C",| 2/2/19,Senior Staff Eng,Mobile (iOS + Android),,"$224,000"
1669,Amazon,"Seattle, W",| 2/1/19,L6,Full Stack,,"$245,000"
1670,Amazon,"Seattle, W",| 2/1/19,L6 SDM,Full Stack,,"$384,000"
1671,Amazon,"Seattle, WA", 1/31/19,L7,Security,,"$605,000"
1672,Amazon,"Seattle, WA", 1/30/19,L5,Full Stack,,"$185,000"
1673,Bloomberg,"New York, NY", 1/29/19,Team lead,Distributed Systems (Back-End),,"$330,000"
1674,Microsoft,"Redmond, WA", 1/27/19,67,ML / AI,,"$520,000"
1675,Amazon,"San Francisco, CA", 1/26/19,L6,Distributed Systems (Back-End),,"$415,000"
1676,Oracle,"San Francisco, CA", 1/24/19,M6,API Development (Back-End),,"$350,000"
1677,Amazon,"Seattle, WA", 1/24/19,L6 SDM,ML / AI,,"$350,000"
1678,Electronic Arts,"Seattle, WA", 1/23/19,Sr. Engineer Manager,Distributed Systems (Back-End),,"$240,000"
1679,Microsoft,"Redmond, WA", 1/23/19,SDE Lead,Distributed Systems (Back-End),,"$220,000"
1680,Amazon,"Austin, TX", 1/23/19,L6 SDM,Distributed Systems (Back-End),,"$280,000"
1681,Amazon,"Seattle, WA", 1/22/19,L6 SDM,Distributed Systems (Back-End),,"$320,000"
1682,Amazon,"Seattle, WA", 1/21/19,L6,Distributed Systems (Back-End),,"$450,000"
1683,LinkedIn,"Sunnyvale, CA", 1/20/19,Staff Software Engineer,Mobile (iOS + Android),,"$366,000"
1684,Amazon,"Seattle, WA", 1/20/19,L5 SDM,Distributed Systems (Back-End),,"$243,000"
1685,Google,"San Francisco, CA", 1/19/19,L7,Mobile (iOS + Android),,"$723,000"
1686,Amazon,"Sunnyvale, CA", 1/19/19,L6 SDM,Android,,"$398,000"
1687,Bloomberg,"New York, NY", 1/19/19,Manager,Distributed Systems (Back-End),,"$410,000"
1688,Cruise,"San Francisco, CA", 1/19/19,5,ML / AI,,"$550,000"
1689,Unity Technologies,"Montreal, QC, Canada", 1/18/19,M1,DevOps,,"$120,000"
1690,eBay,"San Jose, CA", 1/18/19,MTS 2,ML / AI,,"$400,000"
1691,Lyft,"Menlo Park, CA", 1/17/19,L5,Distributed Systems (Back-End),,"$400,000"
1692,Uber,"San Francisco, CA", 1/17/19,Senior Software Engineer II,Networking,,"$579,000"
1693,LinkedIn,"Sunnyvale, CA", 1/16/19,Manager,Full Stack,,"$500,000"
1694,Oracle,"Redwood City, CA", 1/16/19,M3,ERP Dev,,"$150,000"
1695,Salesforce,"San Francisco, CA", 1/15/19,Senior Manager,Full Stack,,"$250,000"
1696,Microsoft,"Seattle, WA", 1/14/19,Principal EM,Distributed Systems (Back-End),,"$310,000"
1697,Microsoft,"Redmond, WA", 1/14/19,64,Full Stack,,"$229,000"
1698,Microsoft,"Seattle, WA", 1/13/19,M4,API Development (Back-End),,"$400,000"
1699,Amazon,"Seattle, WA", 1/12/19,L6,ML / AI,,"$480,000"
1700,Google,"Mountain View, CA", 1/11/19,L6,DevOps,,"$500,000"
1701,Facebook,"Menlo Park, CA", 1/11/19,M2,Networking,,"$700,000"
1702,Microsoft,"Bellevue, WA", 1/11/19,65,Web Development (Front-End),,"$300,000"
1703,sony interactive entertainment,"San Francisco, CA", 1/11/19,engineering manager,manager,,"$240,000"
1704,Cisco,"San Jose, CA", 1/11/19,Grade 12,DevOps,,"$275,000"
1705,Facebook,"Dublin, DN, Ireland", 1/11/19,L6,DevOps,,"$300,000"
1706,Amazon,"San Francisco, C",| 1/9/19,L6,Mobile (iOS + Android),,"$325,000"
1707,Intel,"Folsom, C",| 1/9/19,Grade 9,Operating systems,,"$250,000"
1708,Amazon,"Seattle, W",| 1/9/19,L7,Testing (SDET),,"$345,000"
1709,Tableau Software,"Kirkland, W",| 1/9/19,Manager,Full Stack,,"$350,000"
1710,Amazon,"Seattle, W",| 1/9/19,L6,DevOps,,"$272,000"
1711,Microsoft,"Seattle, W",| 1/8/19,66,ML / AI,,"$300,000"
1712,Salesforce,"Boulder, C",| 1/8/19,Senior Engineering Manager,API Development (Back-End),,"$226,000"
1713,Google,"Kirkland, W",| 1/7/19,Staff SWE,Networking,,"$538,000"
1714,Google,"Mountain View, C",| 1/7/19,L6,Full Stack,,"$530,000"
1715,LinkedIn,"Sunnyvale, C",| 1/6/19,Staff Software Engineer,Distributed Systems (Back-End),,"$450,000"
1716,Microsoft,"Seattle, W",| 1/6/19,67,Mixed Reality,,"$655,000"
1717,Amazon,"Seattle, W",| 1/5/19,L6,Distributed Systems (Back-End),,"$325,000"
1718,Amazon,"Seattle, W",| 1/3/19,L6,Full Stack,,"$300,000"
1719,Oracle,"Colorado City, C",| 1/2/19,IC-5,Distributed Systems (Back-End),,"$210,000"
1720,Oracle,"Redwood City, CA",| 1/1/19,M4,ML / AI,,"$440,000"
1721,Facebook,"Menlo Park, C",| 1/1/19,E7,Distributed Systems (Back-End),,"$945,000"
1722,Grubhub,"Chicago, IL ",12/31/18,Software team lead,Distributed Systems (Back-End),,"$500,000"
1723,Dropbox,"San Francisco, CA ",12/27/18,L4,Software,,"$400,000"
1724,Workday,"Pleasanton, CA ",12/27/18,M2,Full Stack,,"$220,000"
1725,Dropbox,"Tel Aviv, TA, Israel ",12/27/18,M5,Leasership,,"$350,000"
1726,Startup,"London, EN, United Kingdom ",12/27/18,Senior,API Development (Back-End),,"$100,000"
1727,Under Armour,"San Francisco, CA ",12/26/18,Senior,DevOps,,"$233,000"
1728,Autodesk,"San Francisco, CA ",12/26/18,L5,Web Development (Front-End),,"$268,000"
1729,Capital One,"Dallas, TX ",12/26/18,Principal Associate,Web Development (Front-End),,"$148,000"
1730,Amazon,"Seattle, WA ",12/22/18,L7,Full Stack,,"$535,000"
1731,Google,"San Diego, CA ",12/22/18,L4,ML / AI,,"$100,000"
1732,quora,"Mountain View, CA ",12/21/18,6,API Development (Back-End),,"$400,000"
1733,Box,"Redwood City, CA ",12/20/18,Sr Director,Distributed Systems (Back-End),,"$650,000"
1734,Amazon,"Seattle, WA ",12/19/18,L6 SDM,Distributed Systems (Back-End),,"$580,000"
1735,HomeAway,"Austin, TX ",12/18/18,M4,Full Stack,,"$290,000"
1736,Amazon,"Seattle, WA ",12/17/18,L6 SDM,Full Stack,,"$240,000"
1737,Veritas Technologies,"Minneapolis, MN ",12/16/18,Senior Principal SWE,Web Development (Front-End),,"$180,000"
1738,Oracle,"Redwood City, CA, ",12/16/18,Director,Networking,,"$320,000"
1739,Amazon,"Seattle, WA ",12/16/18,L6 SDM,API Development (Back-End),,"$260,000"
1740,Oracle,"Redwood City, CA ",12/15/18,M5,ML / AI,,"$500,000"
1741,Google,"Zurich, ZH, Switzerland ",12/15/18,L6,Full Stack,,"$403,000"
1742,Facebook,"Seattle, WA ",12/14/18,E6,ML / AI,,"$520,000"
1743,Amazon,"Seattle, WA ",12/13/18,L6 SDM,Distributed Systems (Back-End),,"$410,000"
1744,Amazon,"Seattle, WA ",12/13/18,L5 SDM,Full Stack,,"$220,000"
1745,Microsoft,"San Francisco, CA ",12/12/18,63,DevOps,,"$248,000"
1746,Amazon,"Seattle, WA ",12/11/18,L7,ML / AI,,"$711,000"
1747,Google,"Zurich, ZH, Switzerland ",12/11/18,L5,Full Stack,,"$365,000"
1748,Facebook,"Seattle, WA ",12/10/18,M1,Full Stack,,"$522,000"
1749,Disney,"New York, NY", 12/9/18,Director,Distributed Systems (Back-End),,"$202,000"
1750,Bloomberg,"New York, NY", 12/9/18,0,Distributed Systems (Back-End),,"$435,000"
1751,Salesforce,"Herndon, VA", 12/8/18,7,DevOps,,"$214,000"
1752,Microsoft,"Redmond, WA", 12/8/18,65,Distributed Systems (Back-End),,"$435,000"
1753,Cadence,"San Jose, CA", 12/7/18,6,Field Application Engineering,,"$320,000"
1754,Google,"Sunnyvale, CA", 12/6/18,L6,DevOps,,"$475,000"
1755,Amazon,"Seattle, WA", 12/6/18,L6 SDM,Distributed Systems (Back-End),,"$400,000"
1756,Twitter,"San Francisco, CA", 12/6/18,EM,Distributed Systems (Back-End),,"$430,000"
1757,Twitter,"San Francisco, CA", 12/5/18,L5,SRE,,"$400,000"
1758,Qualcomm,"San Diego, CA", 12/5/18,Senior Staff Eng,Software engineering,,"$300,000"
1759,Oracle,"Santa Clara, CA", 12/5/18,sr director,Testing (SDET),,"$200,000"
1760,Quantcast,"San Francisco, CA", 12/4/18,Senior manager,API Development (Back-End),,"$240,000"
1761,Google,"Seattle, WA", 12/4/18,L6,Cloud,,"$710,000"
1762,Amazon,"Bangalore, KA, India", 12/4/18,6,Full Stack,,"$138,000"
1763,Amazon,"Seattle, WA", 12/2/18,L6 SDM,Distributed Systems (Back-End),,"$350,000"
1764,Google,"New York, NY", 12/1/18,L6,Distributed Systems (Back-End),,"$510,000"
1765,Uber,"San Francisco, CA ",11/30/18,L5a,Full Stack,,"$335,000"
1766,Amazon,"Seattle, WA ",11/29/18,L6,DevOps,,"$353,000"
1767,Amazon,"Seattle, WA ",11/28/18,L6 SDM,Networking,,"$390,000"
1768,LinkedIn,"Sunnyvale, CA ",11/28/18,Staff Software Engineer,Distributed Systems (Back-End),,"$450,000"
1769,Amazon,"Seattle, WA ",11/28/18,L7,Distributed Systems (Back-End),,"$450,000"
1770,Amazon,"Seattle, WA ",11/28/18,L6 SDM,ML / AI,,"$350,000"
1771,Amazon,"New York, NY ",11/26/18,L6 SDM,Distributed Systems (Back-End),,"$345,000"
1772,Amazon,"Seattle, WA ",11/26/18,L7,Full Stack,,"$400,000"
1773,Apple,"Cupertino, CA ",11/25/18,M1,Dev Tools,,"$340,000"
1774,Google,"Mountain View, CA ",11/25/18,L5,Mobile (iOS + Android),,"$413,000"
1775,Google,"Mountain View, CA ",11/25/18,L6,Distributed Systems (Back-End),,"$445,000"
1776,Facebook,"Seattle, WA ",11/21/18,M1,ML / AI,,"$515,000"
1777,Amazon,"Seattle, WA ",11/20/18,L7,Distributed Systems (Back-End),,"$580,000"
1778,Amazon,"Seattle, WA ",11/20/18,L6 SDM,Networking,,"$262,000"
1779,Capital One,"San Francisco, CA ",11/20/18,Senior Manager,Data Engineering,,"$215,000"
1780,Microsoft,"Redmond, WA ",11/19/18,65,Distributed Systems (Back-End),,"$296,000"
1781,Amazon,"Boston, MA ",11/19/18,L6,Distributed Systems (Back-End),,"$280,000"
1782,Microsoft,"Redmond, WA ",11/18/18,65,AR/VR,,"$386,000"
1783,Oracle,"Redwood City, CA ",11/17/18,L7,Networking,,"$250,000"
1784,Google,"Kirkland, WA ",11/16/18,L6,Distributed Systems (Back-End),,"$387,000"
1785,Amazon,"Tempe, AZ ",11/16/18,L6 SDM,Full Stack,,"$283,000"
1786,Linkedin,"Sunnyvale, CA ",11/14/18,Staff,Distributed Systems (Back-End),,"$505,000"
1787,Apple,"Cupertino, CA ",11/14/18,EM2,Full Stack,,"$415,000"
1788,Microsoft,"Redmond, WA ",11/14/18,65,DevOps,,"$268,000"
1789,Amazon,"Austin, TX ",11/14/18,L6 SDM,Distributed Systems (Back-End),,"$280,000"
1790,Indeed,"Seattle, WA ",11/13/18,TDM2,Full Stack,,"$240,000"
1791,Dropbox,"San Francisco, CA ",11/12/18,M4,Distributed Systems (Back-End),,"$500,000"
1792,Oracle,"Seattle, WA ",11/11/18,Senior Manager,Distributed Systems (Back-End),,"$494,000"
1793,Amazon,"Hyderabad, TS, India ",11/11/18,L6 SDM,API Development (Back-End),,"$100,000"
1794,Microsoft,"Redmond, WA ",11/10/18,66,Distributed Systems (Back-End),,"$335,000"
1795,Microsoft,"Redmond, WA ",11/10/18,66,Distributed Systems (Back-End),,"$335,000"
1796,Uber,"San Francisco, CA ",11/10/18,6,Security,,"$460,000"
1797,JPMorgan Chase,"London, EN, United Kingdom", 11/9/18,Executive Director,Full Stack,,"$250,000"
1798,JPMorgan Chase,"London, EN, United Kingdom", 11/9/18,Managing Director,Full Stack,,"$750,000"
1799,Symantec,"Culver City, CA", 11/9/18,"Senior Director, Development",Security,,"$402,000"
1800,Amazon,"Seattle, WA", 11/8/18,L6 SDM,DevOps,,"$360,000"
1801,Atlassian,"Sydney, NS, Australia", 11/8/18,M5,Full Stack,,"$350,000"
1802,Amazon,"Seattle, WA", 11/7/18,L7,Mobile (iOS + Android),,"$500,000"
1803,Amazon,"Seattle, WA", 11/7/18,L7,Mobile (iOS + Android),,"$500,000"
1804,Symantec,"Mountain View, CA", 11/7/18,Director,Distributed Systems (Back-End),,"$467,000"
1805,Microsoft,"Redmond, WA", 11/6/18,66,Distributed Systems (Back-End),,"$400,000"
1806,Microsoft,"Redmond, WA", 11/6/18,66,Distributed Systems (Back-End),,"$400,000"
1807,Microsoft,"Redmond, WA", 11/6/18,65,Security,,"$308,000"
1808,Atlassian,"San Francisco, CA", 11/5/18,M3,Web Development (Front-End),,"$305,000"
1809,Qualcomm,"San Diego, CA", 11/4/18,Senior Staff Eng,Android,,"$235,000"
1810,Groupon,"Palo Alto, CA", 11/4/18,Manager 2,Android,,"$260,000"
1811,Amazon,"Seattle, WA", 11/3/18,L8,Full Stack,,"$750,000"
1812,Microsoft,"Redmond, WA", 11/2/18,65,API Development (Back-End),,"$270,000"
1813,LinkedIn,"Sunnyvale, CA", 11/2/18,Staff Software Engineer,Distributed Systems (Back-End),,"$510,000"
1814,Intel,"Tel Aviv, TA, Israel", 11/1/18,Grade 9,Security,,"$185,000"
1815,Splunk,"Seattle, WA", 11/1/18,M6,Distributed Systems (Back-End),,"$700,000"
1816,Intel,"Santa Clara, CA", 11/1/18,7,Gaming,,"$165,000"
1817,Microsoft,"San Francisco, CA", 11/1/18,67,Distributed Systems (Back-End),,"$733,000"
1818,General Motors,"Detroit, MI", 11/1/18,L8,Distributed Systems (Back-End),,"$170,000"
1819,Bloomberg,"New York, NY", 11/1/18,Senior,ML / AI,,"$360,000"
1820,Walmart Labs,"Sunnyvale, CA", 11/1/18,E5,DevOps,,"$262,000"
1821,Microsoft,"Redmond, WA ",10/31/18,66,Distributed Systems (Back-End),,"$345,000"
1822,Uber,"San Francisco, CA ",10/31/18,Engineering Manager II,Distributed Systems (Back-End),,"$520,000"
1823,Capital One,"San Francisco, CA ",10/31/18,Senior Manager,API Development (Back-End),,"$240,000"
1824,Qualcomm,"San Diego, CA ",10/31/18,Senior Staff Eng,Networking,,"$200,000"
1825,Google,"Mountain View, CA ",10/31/18,L6,Full Stack,,"$460,000"
1826,Ticketmaster,"Los Angeles, CA ",10/31/18,Senior Director,DevOps,,"$340,000"
1827,Microsoft,"Redmond, WA ",10/31/18,65,Web Development (Front-End),,"$260,000"
1828,Microsoft,"Seattle, WA ",10/31/18,66,ML / AI,,"$455,000"
1829,Facebook,"New York, NY ",10/31/18,M1,Android,,"$447,000"
1830,Zillow Group,"Irvine, CA ",10/31/18,m3,API Development (Back-End),,"$141,000"
1831,Netflix,"Los Gatos, CA ",10/31/18,Only one level across Netflix,Full Stack,,"$420,000"
1832,Accenture,"St. Louis, MO ",10/31/18,7,Full Stack,,"$185,000"
1833,Facebook,"New York, NY ",10/31/18,M2,ML / AI,,"$950,000"
1834,IBM,"Islamabad, IS, Pakistan ",10/31/18,8,Full Stack,,"$22,000"
1835,Amazon,"Seattle, WA ",10/31/18,L6,API Development (Back-End),,"$305,000"
1836,Microsoft,"Bellevue, WA ",10/31/18,67,ML / AI,,"$520,000"
1837,SAP,"Palo Alto, CA ",10/27/18,T5,Solution Mgt,,"$310,000"
1838,Amazon,"Seattle, WA ",10/27/18,L7,API Development (Back-End),,"$350,000"
1839,Surveymonkey,"San Mateo, CA ",10/26/18,Engineering Manager,Distributed Systems (Back-End),,"$250,000"
1840,Amazon,"Seattle, WA ",10/25/18,L6,Full Stack,,"$250,000"
1841,Amazon,"Seattle, WA ",10/24/18,L6 SDM,Full Stack,,"$275,000"
1842,mi,"Bellevue, WA ",10/24/18,67,ML / AI,,"$525,000"
1843,Shutterstock,"New York, NY ",10/23/18,Software Development Manager,Web Development (Front-End),,"$175,000"
1844,Salesforce,"Washington, DC ",10/23/18,7,DevOps,,"$210,000"
1845,Mic,"Redmond, WA ",10/22/18,67,Distributed Systems (Back-End),,"$466,000"
1846,Amazon,"Seattle, WA ",10/22/18,6,Security,,"$260,000"
1847,NVIDIA,"Beaverton, OR ",10/21/18,Sr Engineering Manager,ML / AI,,"$400,000"
1848,Microsoft,"Redmond, WA ",10/21/18,65,Full Stack,,"$250,000"
1849,Godaddy,"Sunnyvale, CA ",10/20/18,6,Full Stack,,"$327,000"
1850,Amadeus,"Boston, MA ",10/20/18,E5,API Development (Back-End),,"$122,000"
1851,Apple,"San Francisco, CA ",10/18/18,M1,ML / AI,,"$500,000"
1852,PayPal,"San Jose, CA ",10/18/18,Senior Engineering Manager,Distributed Systems (Back-End),,"$568,000"
1853,PayPal,"San Jose, CA ",10/18/18,Senior Engineering Manager,Distributed Systems (Back-End),,"$568,000"
1854,Ama,"Seattle, WA ",10/18/18,L7,AWS,,"$590,000"
1855,Salesforce,"Indianapolis, IN ",10/18/18,7,API Development (Back-End),,"$112,000"
1856,Amazon,"Seattle, WA ",10/16/18,L5 SDM,Security,,"$255,000"
1857,Amazon,"Vancouver, BC, Canada ",10/16/18,L5 SDM,Distributed Systems (Back-End),,"$172,000"
1858,Netflix,"Los Gatos, CA ",10/15/18,Only one level across Netflix,Testing (SDET),,"$400,000"
1859,Apple,"Cupertino, CA ",10/14/18,M1,Firmware,,"$325,000"
1860,Google,"Mountain View, CA ",10/14/18,T6,Distributed Systems (Back-End),,"$455,000"
1861,Microsoft,"Prague, PR, Czech Republic ",10/13/18,64,Full Stack,,"$130,000"
1862,Oracle,"Seattle, WA ",10/12/18,M3,Distributed Systems (Back-End),,"$471,000"
1863,Netflix,"Los Gatos, CA ",10/12/18,Manager,Distributed Systems (Back-End),,"$500,000"
1864,Amazon,"Seattle, WA ",10/10/18,L6 SDM,Distributed Systems (Back-End),,"$350,000"
1865,Amazon,"Sunnyvale, CA", 10/8/18,L7,ML / AI,,"$540,000"
1866,Salesforce,"San Francisco, CA", 10/8/18,Lead MTS,Full Stack,,"$240,000"
1867,Microsoft,"Seattle, WA", 10/8/18,64,Distributed Systems (Back-End),,"$270,000"
1868,Goldman Sachs,"New York, NY", 10/8/18,Vice President,Full Stack,,"$250,000"
1869,Uber,"Palo Alto, CA", 10/7/18,5,Distributed Systems (Back-End),,"$500,000"
1870,Microsoft,"Redmond, WA", 10/6/18,66,DevOps,,"$300,000"
1871,Uber,"San Francisco, CA", 10/6/18,E1,Full Stack,,"$520,000"
1872,Adobe,"San Jose, CA", 10/6/18,EM30,Distributed Systems (Back-End),,"$384,000"
1873,Comcast,"Philadelphia, PA", 10/6/18,Sr. Director,Full Stack,,"$365,000"
1874,Lyft,"San Francisco, CA", 10/6/18,M1,DevOps,,"$222,000"
1875,Amazon,"Seattle, WA", 10/4/18,L6 SDM,Full Stack,,"$350,000"
1876,Dell,"Eden Prairie, MN", 10/4/18,M10,Distributed Systems (Back-End),,"$270,000"
1877,Microsoft,"Redmond, WA", 10/4/18,65,Distributed Systems (Back-End),,"$300,000"
1878,Intel,"Portland, OR", 10/4/18,10,Distributed Systems (Back-End),,"$339,000"
1879,Amazon,"Seattle, WA", 10/3/18,L7,Web Development (Front-End),,"$300,000"
1880,Salesforce,"San Francisco, CA", 10/3/18,Director,Distributed Systems (Back-End),,"$470,000"
1881,Veritas Technologies,"Minneapolis, MN", 10/3/18,Senior Principal SWE,Full Stack,,"$170,000"
1882,Amazon,"Seattle, WA", 10/1/18,L7,Distributed Systems (Back-End),,"$460,000"
1883,Facebook,"Seattle, WA", 10/1/18,M1,Full Stack,,"$550,000"
1884,Linkedin,"Sunnyvale, CA", 10/1/18,Senior Director,Data,,"$700,000"
1885,Salesforce,"San Francisco, CA", 9/29/18,9,Full Stack,,"$270,000"
1886,Salesforce,"Bellevue, WA", 9/29/18,9,Distributed Systems (Back-End),,"$403,000"
1887,Salesforce,"Bellevue, WA", 9/29/18,9,Distributed Systems (Back-End),,"$403,000"
1888,Box,"Redwood City, CA", 9/29/18,Senior,Full Stack,,"$375,000"
1889,Amazon,"Seattle, WA", 9/29/18,L6 SDM,Distributed Systems (Back-End),,"$400,000"
1890,Amazon,"Seattle, WA", 9/29/18,L7,Distributed Systems (Back-End),,"$650,000"
1891,Google,"Mountain View, CA", 9/29/18,L5,Mobile (iOS + Android),,"$330,000"
1892,Apple,"Cupertino, CA", 9/29/18,M2,API Development (Back-End),,"$340,000"
1893,eBay,"San Jose, CA", 9/29/18,MTS 2,Full Stack,,"$360,000"
1894,Groupon,"San Francisco, CA", 9/29/18,Director,Payments,,"$350,000"
1895,Microsoft,"Boston, MA", 9/28/18,64,Mobile (iOS + Android),,"$240,000"
1896,Amazon,"Seattle, WA", 9/28/18,L6 SDM,Distributed Systems (Back-End),,"$300,000"
1897,Pinterest,"San Francisco, CA", 9/28/18,L5,Security,,"$475,000"
1898,Oracle,"Redwood City, CA", 9/28/18,M5,Distributed Systems (Back-End),,"$270,000"
1899,eBay,"San Francisco, CA", 9/28/18,T28,Mobile (iOS + Android),,"$350,000"
1900,Yahoo,"Sunnyvale, CA", 9/27/18,M5,Distributed Systems (Back-End),,"$463,000"
1901,Yahoo,"Sunnyvale, CA", 9/27/18,Director,Distributed Systems (Back-End),,"$450,000"
1902,Apple,"Cupertino, CA", 9/27/18,M2,iOS,,"$450,000"
1903,LinkedIn,"Sunnyvale, CA", 9/27/18,Staff Software Engineer,Distributed Systems (Back-End),,"$435,000"
1904,Spotify,"New York, NY", 9/26/18,Senior Squad Step,Web Development (Front-End),,"$175,000"
1905,Texas Instruments,"Bangalore, KA, India", 9/25/18,Software Engineer 3,Desktop Developer,,"$71,000"
1906,Bloomberg,"New York, NY", 9/24/18,Senior,Distributed Systems (Back-End),,"$485,000"
