,Company,Location,Date,Job_Title,Subspecialty,Years_Experience,Total_Comp
992,Axon,"Seattle, W",| 1/8/20,OM1,Full Stack,,"$230,000"
993,Google,"New York, N",| 1/7/20,Manager (L6),Security,,"$570,000"
994,Square,"Atlanta, G",| 1/7/20,Level 6,API Development (Back-End),,"$295,000"
995,Amazon,"Vancouver, BC, Canad",| 1/7/20,L6 SDM,Full Stack,,"$275,000"
996,Amazon,"Seattle, W",| 1/5/20,L6 SDM,Full Stack,,"$320,000"
997,Spotify,"New York, N",| 1/5/20,Engineering Manager,Web Development (Front-End),,"$347,000"
998,Indeed,"Austin, T",| 1/5/20,L5,Full Stack,,"$495,000"
999,Amazon,"Seattle, W",| 1/4/20,L6,Distributed Systems (Back-End),,"$390,000"
1000,Slalom,"Seattle, W",| 1/2/20,4,Full Stack,,"$160,000"
1001,Oracle,"Redwood City, C",| 1/2/20,M3,Full Stack,,"$210,000"
1002,Oracle,"Seattle, W",| 1/2/20,Senior Manager,DevOps,,"$173,000"
1003,Capital One,"Plano, T",| 1/2/20,Master Software Eng,Data Engineering,,"$150,000"
1004,Amazon,"Seattle, W",| 1/1/20,L6 SDM,Full Stack,,"$290,000"
1005,Amadeus,"London, EN, United Kingdom ",12/31/19,Senior,Distributed Systems (Back-End),,"$90,000"
1006,Facebook,"Redmond, WA ",12/30/19,M1,VR,,"$563,000"
1007,TCS,"Glasgow, SC, United Kingdom ",12/30/19,Technical Team Lead,Engineering,,"$59,000"
1008,VMware,"Palo Alto, CA ",12/29/19,Sr Engineering manager,Full Stack,,"$337,000"
1009,Microsoft,"Redmond, WA ",12/28/19,65,Distributed Systems (Back-End),,"$335,000"
1010,JPMorgan Chase,"New York, NY ",12/27/19,Vice President,Distributed Systems (Back-End),,"$180,000"
1011,Oracle,"Orlando, FL ",12/27/19,Manager,Full Stack,,"$120,000"
1012,Google,"San Francisco, CA ",12/25/19,L8,Full Stack,,"$890,000"
1013,Splunk,"San Francisco, CA ",12/24/19,P5,Networking,,"$420,000"
1014,Amazon,"Seattle, WA ",12/24/19,L6 SDM,Distributed Systems (Back-End),,"$360,000"
1015,Chewy,"Boston, MA ",12/23/19,C6,Full Stack,,"$224,000"
1016,Microsoft,"Redmond, WA ",12/23/19,66,Distributed Systems (Back-End),,"$360,000"
1017,Capital One,"Vienna, VA ",12/23/19,Lead Software Eng,Distributed Systems (Back-End),,"$200,000"
1018,Facebook,"Seattle, WA ",12/21/19,M2,Distributed Systems (Back-End),,"$817,000"
1019,Capital One,"Washington, DC ",12/21/19,Senior Manager,Distributed Systems (Back-End),,"$247,000"
1020,Facebook,"Seattle, WA ",12/20/19,M1,Distributed Systems (Back-End),,"$470,000"
1021,Square,"New York, NY ",12/20/19,Level 6,Full Stack,,"$412,000"
1022,Cruise,"San Francisco, CA ",12/20/19,Engineering Manager,Web Development (Front-End),,"$370,000"
1023,Indeed,"Austin, TX ",12/19/19,L3,Distributed Systems (Back-End),,"$230,000"
1024,Twitter,"Seattle, WA ",12/19/19,M1,Full Stack,,"$411,000"
1025,Accenture,"Houston, TX ",12/19/19,Manager,Distributed Systems (Back-End),,"$145,000"
1026,Xero,"San Francisco, CA ",12/19/19,Engineering Manager,Distributed Systems (Back-End),,"$192,000"
1027,Zoox,"Foster City, CA ",12/17/19,M1,ML / AI,,"$200,000"
1028,Amazon,"Nashville, TN ",12/16/19,L6 SDM,Full Stack,,"$300,000"
1029,VMware,"Palo Alto, CA ",12/16/19,Staff Engineer 1,Full Stack,,"$270,000"
1030,Nike,"Portland, OR ",12/15/19,S,Architecture,,"$461,000"
1031,Facebook,"Menlo Park, CA ",12/15/19,E7,Full Stack,,"$1,500,000"
1032,Facebook,"Redmond, WA ",12/15/19,M2,ML / AI,,"$812,000"
1033,Walmart Labs,"San Bruno, CA ",12/15/19,X6,Full Stack,,"$330,000"
1034,Autodesk,"San Francisco, CA ",12/15/19,Grade 14,Security,,"$270,000"
1035,Amazon,"Seattle, WA ",12/14/19,L6,Distributed Systems (Back-End),,"$430,000"
1036,Amazon,"Vancouver, BC, Canada ",12/14/19,L5,Distributed Systems (Back-End),,"$235,000"
1037,Amazon,"Tel Aviv, TA, Israel ",12/14/19,L6,ML / AI,,"$358,000"
1038,Microsoft,"Redmond, WA ",12/13/19,65,Distributed Systems (Back-End),,"$338,000"
1039,Amazon,"Seattle, WA ",12/13/19,L6 SDM,Full Stack,,"$312,000"
1040,Amazon,"Seattle, WA ",12/13/19,L8,Networking,,"$635,000"
1041,Google,"Venice, CA ",12/12/19,6,Full Stack,,"$542,000"
1042,Facebook,"Menlo Park, CA ",12/12/19,M1,ML / AI,,"$548,000"
1043,Walmart Labs,"Bangalore, KA, India ",12/11/19,E6,ML / AI,,"$189,000"
1044,Relativity,"Chicago, IL", 12/9/19,Software Engineering Manager,Full Stack,,"$186,000"
1045,Amazon,"Seattle, WA", 12/9/19,L7,Full Stack,,"$650,000"
1046,Amazon,"Dublin, DN, Ireland", 12/9/19,L6,Security,,"$232,000"
1047,Linkedin,"Sunnyvale, CA", 12/9/19,Senior,Full Stack,,"$650,000"
1048,Box,"Redwood City, CA", 12/8/19,M1,Full Stack,,"$325,000"
1049,Yandex,"Moscow, MC, Russia", 12/7/19,G18,Distributed Systems (Back-End),,"$165,000"
1050,Amazon,"Toronto, ON, Canada", 12/7/19,6,Full Stack,,"$240,000"
1051,Qualcomm,"Hyderabad, TS, India", 12/7/19,Senior Staff Manager,DevOps,,"$165,000"
1052,Uber,"San Francisco, CA", 12/5/19,EM 2,Full Stack,,"$520,000"
1053,salesforce,"Seattle, WA", 12/5/19,front line,Distributed Systems (Back-End),,"$280,000"
1054,Samsung Research America,"Mountain View, CA", 12/4/19,CL4,Full Stack,,"$275,000"
1055,Google,"Sunnyvale, CA", 12/4/19,L7,Distributed Systems (Back-End),,"$710,000"
1056,Tableau Software,"Seattle, WA", 12/3/19,Manager,Distributed Systems (Back-End),,"$375,000"
1057,Microsoft,"Redmond, WA", 12/1/19,65,AR/VR,,"$302,000"
1058,Microsoft,"Redmond, WA ",11/30/19,67,ML / AI,,"$600,000"
1059,Oracle,"Seattle, WA ",11/28/19,M4,Full Stack,,"$525,000"
1060,Microsoft,"Seattle, WA ",11/27/19,65,Distributed Systems (Back-End),,"$280,000"
1061,Microsoft,"Seattle, WA ",11/27/19,65,Full Stack,,"$310,000"
1062,Compass,"New York, NY ",11/26/19,M4,DevOps,,"$413,000"
1063,Google,"San Francisco, CA ",11/26/19,Manager (L6),Full Stack,,"$467,000"
1064,Google,"San Francisco, CA ",11/25/19,L7,ML / AI,,"$635,000"
1065,GoDaddy,"Sunnyvale, CA ",11/25/19,Senior,Full Stack,,"$310,000"
1066,National Instruments,"Austin, TX ",11/25/19,M2,management,,"$115,000"
1067,Google,"Boulder, CO ",11/23/19,Manager (L6),Full Stack,,"$710,000"
1068,Salesforce,"Boulder, CO ",11/22/19,Senior Manager,API Development (Back-End),,"$260,000"
1069,SurveyMonkey,"San Francisco, CA ",11/21/19,M5,Full Stack,,"$360,000"
1070,Amazon,"Seattle, WA ",11/20/19,L7,Distributed Systems (Back-End),,"$451,000"
1071,Amazon,"Seattle, WA ",11/19/19,L7,Distributed Systems (Back-End),,"$450,000"
1072,LinkedIn,"Sunnyvale, CA ",11/19/19,Software Engineering Manager,ML / AI,,"$515,000"
1073,Facebook,"Menlo Park, CA ",11/19/19,5,Full Stack,,"$258,000"
1074,LinkedIn,"Sunnyvale, CA ",11/16/19,Sr Engineering manager,Distributed Systems (Back-End),,"$570,000"
1075,AT&T,"Middletown, NJ ",11/16/19,Principal Member of Technical Staff,Full Stack,,"$200,000"
1076,Goldman Sachs,"New York, NY ",11/16/19,Executive Director / Vice-President,Full Stack,,"$375,000"
1077,Flipkart,"Bangalore, KA, India ",11/15/19,G13,Distributed Systems (Back-End),,"$279,000"
1078,Twitter,"San Francisco, CA ",11/14/19,L7,ML / AI,,"$550,000"
1079,Amazon,"Seattle, WA ",11/14/19,L6,Distributed Systems (Back-End),,"$610,000"
1080,Salesforce,"Portland, OR ",11/14/19,Manager,DevOps,,"$188,000"
1081,Indeed,"Seattle, WA ",11/14/19,L4,Full Stack,,"$550,000"
1082,Accenture,"Houston, TX ",11/14/19,Manager,Distributed Systems (Back-End),,"$151,000"
1083,Google,"San Francisco, CA ",11/14/19,Senior SWE,Mobile (iOS + Android),,"$275,000"
1084,Apple,"Santa Clara, CA ",11/13/19,ICT4,Testing (SDET),,"$300,000"
1085,Cisco,"San Jose, CA ",11/11/19,Grade 12,Networking,,"$420,000"
1086,Skyscanner,"Edinburgh, SC, United Kingdom ",11/10/19,I,Full Stack,,"$112,000"
1087,JPMorgan Chase,"New York, NY ",11/10/19,Vice President,Full Stack,,"$210,000"
1088,Facebook,"San Francisco, CA", 11/7/19,D1,ML / AI,,"$2,265,000"
1089,Bloomberg,"New York, NY", 11/7/19,Head Media Engineering,Web Development (Front-End),,"$510,000"
1090,Capital One,"Plano, TX", 11/7/19,Senior Manager,Distributed Systems (Back-End),,"$220,000"
1091,Amazon,"Hyderabad, TS, India", 11/6/19,L6,Full Stack,,"$115,000"
1092,Amazon,"Vancouver, BC, Canada", 11/6/19,L5 SDM,Distributed Systems (Back-End),,"$151,000"
1093,Amazon,"Seattle, WA", 11/5/19,L5,Distributed Systems (Back-End),,"$300,000"
1094,PayPal,"San Jose, CA", 11/4/19,T26,Mobile (iOS + Android),,"$330,000"
1095,Wayfair,"Boston, MA", 11/4/19,3,DevOps,,"$200,000"
1096,Amazon,"Seattle, WA", 11/4/19,L7,Distributed Systems (Back-End),,"$560,000"
1097,Amazon,"Sunnyvale, CA", 11/3/19,7,Hardware engineering,,"$485,000"
1098,SAP,"Bellevue, WA", 11/3/19,T4,Full Stack,,"$266,000"
1099,Google,"Mountain View, CA", 11/3/19,L8,Full Stack,,"$1,000,000"
1100,LinkedIn,"Sunnyvale, CA", 11/3/19,Senior Software Engineering Manager,Distributed Systems (Back-End),,"$555,000"
1101,Apple,"Cupertino, CA", 11/3/19,L2,Security,,"$400,000"
1102,Amazon,"Seattle, WA", 11/2/19,L7,Finance,,"$300,000"
1103,Amazon,"San Francisco, CA", 11/2/19,L6 SDM,Distributed Systems (Back-End),,"$350,000"
1104,Bloomberg LP,"New York, NY", 11/2/19,Team leader,Distributed Systems (Back-End),,"$297,000"
1105,Oracle,"Seattle, WA", 11/2/19,M3,Security,,"$390,000"
1106,Zillow,"Seattle, WA ",10/31/19,P4,Distributed Systems (Back-End),,"$217,000"
1107,Microsoft,"Redmond, WA ",10/31/19,64,Full Stack,,"$270,000"
1108,Expedia,"Bellevue, WA ",10/29/19,L5,Distributed Systems (Back-End),,"$230,000"
1109,Capital One,"New York, NY ",10/29/19,Director,Distributed Systems (Back-End),,"$325,000"
1110,Amazon,"Chennai, TN, India ",10/28/19,L6 SDM,Dev,,"$101,000"
1111,LinkedIn,"Sunnyvale, CA ",10/25/19,Staff Software Engineer,Distributed Systems (Back-End),,"$500,000"
1112,Capital One,"Mc Lean, VA ",10/23/19,Senior Manager,Full Stack,,"$210,000"
1113,Walmart Labs,"New York, NY ",10/22/19,E7,Distributed Systems (Back-End),,"$430,000"
1114,Oracle,"Broomfield, CO ",10/21/19,M2,Cloud storage,,"$158,000"
1115,Atlassian,"Austin, TX ",10/20/19,P6,API Development (Back-End),,"$207,000"
1116,Morgan Stanley,"New York, NY ",10/19/19,Executive Director,Full Stack,,"$245,000"
1117,Google,"San Francisco, CA ",10/19/19,L5,DevOps,,"$347,000"
1118,nvidia,"Santa Clara, CA ",10/19/19,IC5,ML / AI,,"$322,000"
1119,Amazon,"Vancouver, BC, Canada ",10/18/19,L6,DevOps,,"$216,000"
1120,Salesforce,"Bellevue, WA ",10/17/19,Manager,API Development (Back-End),,"$209,000"
1121,Stripe,"San Francisco, CA ",10/17/19,M1,Full Stack,,"$650,000"
1122,Gusto,"San Francisco, CA ",10/17/19,L4,Full Stack,,"$600,000"
1123,Amazon,"Seattle, WA ",10/14/19,L6 SDM,Distributed Systems (Back-End),,"$277,000"
1124,Amazon,"Seattle, WA ",10/12/19,L7,Distributed Systems (Back-End),,"$460,000"
1125,Amazon,"Seattle, WA ",10/12/19,L6,Distributed Systems (Back-End),,"$260,000"
1126,Amazon,"Seattle, WA ",10/12/19,L5 SDM,iOS,,"$240,000"
1127,LinkedIn,"Sunnyvale, CA ",10/12/19,Sr Software Engineering Manager,Distributed Systems (Back-End),,"$750,000"
1128,Dell,"Austin, TX ",10/11/19,m10,Full Stack,,"$260,000"
1129,Symantec,"Mountain View, CA", 10/9/19,SE 5,Security,,"$245,000"
1130,Google,"Zurich, ZH, Switzerland", 10/8/19,Manager (L6),Full Stack,,"$314,000"
1131,Zillow,"Seattle, WA", 10/8/19,M2,ML / AI,,"$220,000"
1132,Uber,"San Francisco, CA", 10/7/19,EM2,API Development (Back-End),,"$650,000"
1133,Yelp,"San Francisco, CA", 10/7/19,M1,Distributed Systems (Back-End),,"$293,000"
1134,Amazon,"Seattle, WA", 10/7/19,L6,Distributed Systems (Back-End),,"$380,000"
1135,Amazon,"Seattle, WA", 10/6/19,L6,Distributed Systems (Back-End),,"$360,000"
1136,Amazon,"Seattle, WA", 10/6/19,L6,Full Stack,,"$364,000"
1137,Microsoft,"Redmond, WA", 10/5/19,67,ML / AI,,"$800,000"
1138,Airbnb,"San Francisco, CA", 10/5/19,L6,Distributed Systems (Back-End),,"$695,000"
1139,Amazon,"Seattle, WA", 10/4/19,Software Dev Manager,Distributed Systems (Back-End),,"$280,000"
1140,Airbnb,"San Francisco, CA", 10/4/19,M1,Distributed Systems (Back-End),,"$695,000"
1141,WeWork,"New York, NY", 10/3/19,L7,Full Stack,,"$245,000"
1142,JCPenney,"Dallas, TX", 10/2/19,Senior Manager,DevOps,,"$181,000"
1143,Amazon,"Seattle, WA", 10/1/19,L7,Full Stack,,"$473,000"
1144,Microsoft,"Redmond, WA", 9/30/19,64,Distributed Systems (Back-End),,"$280,000"
1145,NVIDIA,"Santa Clara, CA", 9/30/19,M3,Full Stack,,"$236,000"
1146,Amazon,"Seattle, WA", 9/29/19,L7,Full Stack,,"$450,000"
1147,wayfair,"Boston, MA", 9/29/19,l3,Full Stack,,"$180,000"
1148,Facebook,"Menlo Park, CA", 9/29/19,IC5,Distributed Systems (Back-End),,"$480,000"
1149,Cerner,"Kansas City, MO", 9/29/19,32 (Lead),Full Stack,,"$175,000"
1150,Amazon,"Seattle, WA", 9/29/19,L6,Distributed Systems (Back-End),,"$368,000"
1151,Snap,"Los Angeles, CA", 9/28/19,L8,Distributed Systems (Back-End),,"$2,500,000"
1152,USAA,"San Antonio, TX", 9/27/19,IT Director,Full Stack,,"$188,000"
1153,Apple,"Seattle, WA", 9/27/19,ICT5,ML / AI,,"$481,000"
1154,Oracle,"Austin, TX", 9/27/19,M3,Full Stack,,"$235,000"
1155,Zillow,"Irvine, CA", 9/26/19,M3,Full Stack,,"$180,000"
1156,Tableau Software,"Seattle, WA", 9/26/19,Non-senior,Other,,"$289,000"
1157,Microsoft,"Redmond, WA", 9/26/19,65,Full Stack,,"$270,000"
1158,Amazon,"Seattle, WA", 9/25/19,7,Distributed Systems (Back-End),,"$428,000"
1159,PayPal,"San Jose, CA", 9/25/19,T26,API Development (Back-End),,"$260,000"
1160,Microsoft,"Redmond, WA", 9/24/19,65,Distributed Systems (Back-End),,"$259,000"
1161,Uber,"San Francisco, CA", 9/22/19,EM3,Software,,"$505,000"
1162,Symantec,"Mountain View, CA", 9/21/19,Sr director,Testing (SDET),,"$325,000"
1163,intel,"New York, NY", 9/21/19,manager,Web Development (Front-End),,"$200,000"
1164,Google,"Cambridge, MA", 9/20/19,L5,DevOps,,"$280,000"
1165,Flipkart,"Bengaluru, KA, India", 9/20/19,Senior Engineering Manager,Distributed Systems (Back-End),,"$276,000"
1166,Capital One,"Vienna, VA", 9/20/19,Senior Manager,Distributed Systems (Back-End),,"$207,000"
1167,Microsoft,"Mountain View, CA", 9/19/19,64,ML / AI,,"$265,000"
1168,Qualtrics,"Seattle, WA", 9/18/19,L6,Full Stack,,"$300,000"
1169,Apple,"Cupertino, CA", 9/18/19,M1,macOS,,"$250,000"
1170,PwC,"Washington, DC", 9/17/19,Director,Full Stack,,"$300,000"
1171,Capital One,"Vienna, VA", 9/17/19,Senior Manager,ML / AI,,"$217,000"
1172,Google,"Seattle, WA", 9/16/19,L8,Mobile (iOS + Android),,"$1,600,000"
1173,Cisco,"Milpitas, CA", 9/16/19,Senior SDM,API Development (Back-End),,"$390,000"
1174,Microsoft,"Redmond, WA", 9/15/19,65,ML / AI,,"$260,000"
1175,Microsoft,"Redmond, WA", 9/15/19,66,Distributed Systems (Back-End),,"$365,000"
1176,Swiggy,"Bengaluru, KA, India", 9/14/19,Sr Engineering Manager,Full Stack,,"$100,000"
1177,Amazon,"Seattle, WA", 9/14/19,L7,Web Development (Front-End),,"$530,000"
1178,Google,"New York, NY", 9/14/19,Manager (L6),Full Stack,,"$395,000"
1179,Shopify,"Ottawa, ON, Canada", 9/14/19,Senior Software Developer,API Development (Back-End),,"$93,000"
1180,Wayfair,"Boston, MA", 9/14/19,L4,Full Stack,,"$300,000"
1181,Amazon,"Sydney, NS, Australia", 9/14/19,L6,Distributed Systems (Back-End),,"$190,000"
1182,Goldman Sachs,"Bangalore, KA, India", 9/13/19,Executive Director / Vice-President,Distributed Systems (Back-End),,"$40,000"
1183,Amazon,"Seattle, WA", 9/13/19,L5 SDM,API Development (Back-End),,"$184,000"
1184,Microsoft,"San Francisco, CA", 9/13/19,68,Distributed Systems (Back-End),,"$851,000"
1185,Google,"Sydney, NS, Australia", 9/12/19,L5,DevOps,,"$240,000"
1186,Credit Karma,"San Francisco, CA", 9/11/19,Manager,Full Stack,,"$280,000"
1187,Apple,"Cupertino, CA", 9/10/19,M3,Distributed Systems (Back-End),,"$960,000"
1188,Fitbit,"Boston, MA", 9/10/19,Manager,DevOps,,"$300,000"
1189,Magic Leap,"Sunnyvale, C",| 9/8/19,Director,ML / AI,,"$780,000"
1190,Microsoft,"San Francisco, C",| 9/7/19,66,ML / AI,,"$400,000"
1191,Facebook,"Seattle, W",| 9/7/19,M1,Full Stack,,"$441,000"
1192,Amazon,"Seattle, W",| 9/7/19,L6,API Development (Back-End),,"$240,000"
1193,Amazon,"Chennai, TN, Indi",| 9/7/19,L6 SDM,Android,,"$114,000"
1194,Amazon,"Seattle, W",| 9/7/19,L6 SDM,R&D,,"$350,000"
1195,eBay,"San Francisco, C",| 9/7/19,MTS 2,Distributed Systems (Back-End),,"$160,000"
1196,Amazon,"Seattle, W",| 9/6/19,L6 SDM,Distributed Systems (Back-End),,"$270,000"
1197,Microsoft,"Redmond, W",| 9/6/19,64,Distributed Systems (Back-End),,"$290,000"
1198,Flipkart,"Bangalore, KA, Indi",| 9/6/19,E12,Distributed Systems (Back-End),,"$120,000"
1199,Microsoft,"Redmond, W",| 9/6/19,65,ML / AI,,"$300,000"
1200,Facebook,"Menlo Park, C",| 9/5/19,M1,ML / AI,,"$630,000"
1201,Atlassian,"Austin, T",| 9/5/19,M3,Mobile (iOS + Android),,"$220,000"
1202,Amazon,"Seattle, W",| 9/4/19,L6,Distributed Systems (Back-End),,"$467,000"
1203,Microsoft,"Redmond, W",| 9/4/19,67,Distributed Systems (Back-End),,"$490,000"
1204,Facebook,"Singapore, SG, Singapor",| 9/3/19,M1,Full Stack,,"$400,000"
1205,Stripe,"San Francisco, C",| 9/3/19,M0,Mobile (iOS + Android),,"$740,000"
1206,Zillow,"Seattle, W",| 9/3/19,M3,API Development (Back-End),,"$200,000"
1207,Amazon,"San Francisco, C",| 9/3/19,L7,Distributed Systems (Back-End),,"$600,000"
1208,Samsung Electronics America,"Mountain View, CA", 8/30/19,TB7,API Development (Back-End),,"$326,000"
1209,Comcast,"Minneapolis, MN", 8/29/19,Senior,DevOps,,"$160,000"
1210,Oracle,"Reston, VA", 8/29/19,M2,Full Stack,,"$230,000"
1211,Amazon,"San Francisco, CA", 8/29/19,L7,ML / AI,,"$660,000"
1212,Amazon,"Irvine, CA", 8/27/19,L6 SDM,API Development (Back-End),,"$340,000"
1213,Microsoft,"Redmond, WA", 8/27/19,67,DevOps,,"$925,000"
1214,Flexport,"San Francisco, CA", 8/26/19,Senior,Full Stack,,"$428,000"
1215,Microsoft,"Seattle, WA", 8/26/19,63,Distributed Systems (Back-End),,"$240,000"
1216,Amazon,"Seattle, WA", 8/26/19,L6,ML / AI,,"$375,000"
1217,Apple,"Cupertino, CA", 8/25/19,ICT5,ML / AI,,"$387,000"
1218,Ama,"Seattle, WA", 8/25/19,L6,Testing (SDET),,"$445,000"
1219,Amazon,"Sunnyvale, CA", 8/24/19,L5 SDM,API Development (Back-End),,"$298,000"
1220,Bloomberg,"New York, NY", 8/24/19,Team Lead,Full Stack,,"$300,000"
1221,Facebook,"Sunnyvale, CA", 8/23/19,E8,Full Stack,,"$1,450,000"
1222,Microsoft,"Seattle, WA", 8/23/19,65,Security,,"$350,000"
1223,Accenture,"San Francisco, CA", 8/23/19,Principal Consultant,API Development (Back-End),,"$210,000"
1224,Citi,"San Francisco, CA", 8/23/19,Director,Product,,"$400,000"
1225,Amazon,"Seattle, WA", 8/22/19,L6,ML / AI,,"$297,000"
1226,Microsoft,"Redmond, WA", 8/22/19,67,Distributed Systems (Back-End),,"$800,000"
1227,Microsoft,"Redmond, WA", 8/22/19,67,Full Stack,,"$683,000"
1228,Indeed,"Tokyo, TY, Japan", 8/21/19,L3,Distributed Systems (Back-End),,"$255,000"
1229,Amazon,"Seattle, WA", 8/21/19,L6,Distributed Systems (Back-End),,"$290,000"
1230,Microsoft,"Redmond, WA", 8/21/19,65,Full Stack,,"$222,000"
1231,Northrop Grumman,"Cincinnati, OH", 8/20/19,M1,Security,,"$120,000"
1232,Microsoft,"Redmond, WA", 8/20/19,80,ML / AI,,"$4,950,000"
1233,Wayfair,"Boston, MA", 8/20/19,Associate Director,Distributed Systems (Back-End),,"$468,000"
1234,Microsoft,"Redmond, WA", 8/20/19,64,Distributed Systems (Back-End),,"$227,000"
1235,Microsoft,"Redmond, WA", 8/19/19,67,AI,,"$800,000"
1236,Microsoft,"Redmond, WA", 8/19/19,67,AI,,"$800,000"
1237,PayPal,"Chicago, IL", 8/17/19,T26,Full Stack,,"$285,000"
1238,Amazon,"Seattle, WA", 8/17/19,L5 SDM,Full Stack,,"$250,000"
1239,WeWork,"New York, NY", 8/16/19,L6,Distributed Systems (Back-End),,"$408,000"
1240,Snap,"Los Angeles, CA", 8/16/19,L7,Full Stack,,"$1,000,000"
1241,Capital One,"Richmond, VA", 8/16/19,Senior Software engineering manager,Distributed Systems (Back-End),,"$188,000"
1242,Capital One,"Vienna, VA", 8/15/19,Senior Manager,Distributed Systems (Back-End),,"$205,000"
1243,Yahoo,"Sunnyvale, CA", 8/15/19,IC5,Distributed Systems (Back-End),,"$250,000"
1244,Qualtrics,"Provo, UT", 8/15/19,L5,Full Stack,,"$220,000"
1245,HashiCorp,"Vancouver, BC, Canada", 8/14/19,Unsure,DevOps,,"$200,000"
1246,IBM,"Durham, NC", 8/14/19,"Band 10, Program Director",Full Stack,,"$201,000"
1247,Amazon,"Seattle, WA", 8/14/19,L6,Full Stack,,"$3,800,000"
1248,Microsoft,"Cambridge, MA", 8/13/19,66,Full Stack,,"$344,000"
1249,Oracle,"Redwood City, CA", 8/13/19,M5,Testing (SDET),,"$500,000"
1250,Citrix Systems Inc,"Fort Lauderdale, FL", 8/12/19,E7,API Development (Back-End),,"$170,000"
1251,Microsoft,"Seattle, WA", 8/12/19,64,Distributed Systems (Back-End),,"$275,000"
1252,Microsoft,"San Francisco, CA", 8/10/19,65,ML / AI,,"$500,000"
1253,PayPal,"San Jose, CA", 8/10/19,T26,Full Stack,,"$301,000"
1254,Relativity,"Chicago, I",| 8/5/19,M1,Full Stack,,"$219,000"
1255,Amazon,"Seattle, W",| 8/5/19,L6 SDM,ML / AI,,"$325,000"
1256,Microsoft,"Redmond, W",| 8/3/19,66,Distributed Systems (Back-End),,"$319,000"
1257,Wayfair,"Boston, M",| 8/2/19,L4,Full Stack,,"$260,000"
1258,IBM,"Denver, C",| 8/1/19,Band 8,ML / AI,,"$155,000"
1259,Wayfair,"Boston, M",| 8/1/19,L4,Mobile (iOS + Android),,"$290,000"
1260,Roku,"Los Gatos, C",| 8/1/19,Sr. Manager,DevOps,,"$875,000"
1261,Amazon,"Santa Cruz, CA", 7/31/19,L6,Mobile (iOS + Android),,"$350,000"
1262,Amazon,"Seattle, WA", 7/31/19,L7,Distributed Systems (Back-End),,"$450,000"
1263,Tesla,"Palo Alto, CA", 7/31/19,Engineering Manager,Emended,,"$265,000"
1264,Microsoft,"Redmond, WA", 7/29/19,66,Distributed Systems (Back-End),,"$315,000"
1265,Amazon,"Seattle, WA", 7/29/19,L5,Distributed Systems (Back-End),,"$250,000"
1266,Nvidia,"Santa Clara, CA", 7/29/19,Senior,ML / AI,,"$600,000"
1267,Thumbtack,"San Fancisco, CA", 7/29/19,L6,API Development (Back-End),,"$420,000"
1268,MITRE,"Boston, MA", 7/29/19,4,DevOps,,"$134,000"
1269,Intuit,"Mountain View, CA", 7/27/19,Staff Software Engineer,Full Stack,,"$240,000"
1270,Nvidia,"Santa Clara, CA", 7/27/19,M4,System sw,,"$310,000"
1271,JCPenney,"Plano, TX", 7/26/19,"Sr Manager, Site Reliability",DevOps,,"$204,000"
1272,Microsoft,"Cambridge, EN, United Kingdom", 7/26/19,64,ML / AI,,"$160,000"
1273,Amazon,"Vancouver, BC, Canada", 7/25/19,L5 SDM,Full Stack,,"$137,000"
1274,Apple,"Cupertino, CA", 7/25/19,ICT3,ML / AI,,"$174,000"
1275,Microsoft,"Issaquah, WA", 7/25/19,64,SAP,,"$215,000"
1276,Amazon,"Seattle, WA", 7/24/19,L6,Distributed Systems (Back-End),,"$360,000"
1277,Facebook,Seattle, 7/24/19,M1,Full Stack,,"$557,000"
1278,SurveyMonkey,"San Mateo, CA", 7/24/19,M3,Full Stack,,"$357,000"
1279,Robinhood,"San Francisco, CA", 7/24/19,3,iOS,,"$100,000"
1280,HP,"Houston, TX", 7/24/19,L6,Full Stack,,"$200,000"
1281,facebook,"San Francisco, CA", 7/23/19,6,Data,,"$450,000"
1282,Amadeus,"Boston, MA", 7/23/19,L9,ML / AI,,"$153,000"
1283,Uber,"San Francisco, CA", 7/22/19,EM 2,Self-Driving,,"$495,000"
1284,Morgan Stanley,"New York, NY", 7/21/19,Executive Director,Full Stack,,"$225,000"
1285,Amazon,"Seattle, WA", 7/20/19,L6,Full Stack,,"$300,000"
1286,MasterCard,"New York, NY", 7/20/19,Manager,Web Development (Front-End),,"$360,000"
1287,Yahoo,"Sunnyvale, CA", 7/20/19,IC5,Distributed Systems (Back-End),,"$350,000"
1288,Amazon,"Seattle, WA", 7/19/19,L6 SDM,Distributed Systems (Back-End),,"$425,000"
1289,Amazon,"Seattle, WA", 7/19/19,L6 SDM,Distributed Systems (Back-End),,"$450,000"
1290,Google,"Irvine, CA", 7/19/19,L6,Distributed Systems (Back-End),,"$533,000"
1291,Microsoft,"Redmond, WA", 7/19/19,64,Full Stack,,"$280,000"
1292,Facebook,"London, EN, United Kingdom", 7/19/19,M1,Mobile (iOS + Android),,"$308,000"
1293,Amazon,"Seattle, WA", 7/17/19,L6 SDM,Full Stack,,"$500,000"
1294,Google,"Mountain View, CA", 7/16/19,L6,ML / AI,,"$400,000"
1295,Amazon,"Santa Monica, CA", 7/16/19,L6 SDM,Full Stack,,"$340,000"
1296,Amazon,"Palo Alto, CA", 7/15/19,L6 SDM,Distributed Systems (Back-End),,"$450,000"
