,Company,Location,Date,Job_Title,Subspecialty,Years_Experience,Total_Comp
168,Accenture,"Indiana, PA", 8/26/20,Team Leader,DevOps,,"$90,000"
169,Microsoft,"Redmond, WA", 8/25/20,64,Production,,"$221,000"
170,Amazon,"Washington, DC", 8/25/20,L5,Security,,"$177,000"
171,Google,"New York, NY", 8/25/20,L5,UX,,"$282,000"
172,Twitch,"Salt Lake City, UT", 8/24/20,L4,Distributed Systems (Back-End),,"$138,000"
173,Microsoft,"Redmond, WA", 8/24/20,63,Hardware,,"$203,000"
174,Facebook,"Menlo Park, CA", 8/24/20,L6,ML / AI,,"$460,000"
175,Apple,"Cupertino, CA", 8/23/20,ICT4,iOS,,"$285,000"
176,Cisco,"San Jose, CA", 8/23/20,Grade 10,IT,,"$190,000"
177,EPAM Systems,"Irvine, CA", 8/23/20,L4,Product Management,,"$130,000"
178,Oracle,"San Francisco, CA", 8/22/20,IC-4,Distributed Systems (Back-End),,"$224,000"
179,Oracle,"Seattle, WA", 8/22/20,IC-3,Operations,,"$125,000"
180,Amazon,"Sunnyvale, CA", 8/22/20,L6,ML / AI,,"$387,000"
181,Amazon,"Seattle, WA", 8/21/20,L7,Retail,,"$385,000"
182,Salesforce,"Bellevue, WA", 8/21/20,L8,Security,,"$252,000"
183,Oracle,"San Francisco, CA", 8/21/20,IC-4,Full Stack,,"$224,000"
184,Oracle,"San Francisco, CA", 8/21/20,IC4,Full Stack,,"$224,000"
185,JPMorgan Chase,"Columbus, OH", 8/21/20,603,Security,,"$155,000"
186,Oracle,"Seattle, WA", 8/21/20,IC-2,Training Development,,"$113,000"
187,Oracle,"Seattle, WA", 8/21/20,IC4,Operations,,"$228,000"
188,Oracle,"Seattle, WA", 8/21/20,IC-3,Engineering,,"$170,000"
189,Oracle,"Seattle, WA", 8/21/20,IC-3,Operations,,"$115,000"
190,Amazon,"Seattle, WA", 8/20/20,L6 Manager,Manager,,"$309,000"
191,Amazon,"Seattle, WA", 8/20/20,L6,Site Reliability (SRE),,"$280,000"
192,Northrop Grumman,"Azusa, CA", 8/19/20,M2,General Engineering,,"$144,000"
193,Microsoft,"Seattle, WA", 8/19/20,67,Security,,"$392,000"
194,Google,"Mountain View, CA", 8/18/20,L6,ML / AI,,"$460,000"
195,Microsoft,"Redmond, WA", 8/18/20,66,Full Stack,,"$349,000"
196,Microsoft,"Seattle, WA", 8/18/20,L59,DevOps,,"$141,000"
197,Google,"San Francisco, CA", 8/18/20,Manager (L6),Data,,"$433,000"
198,Applied Materials,"Sunnyvale, CA", 8/17/20,E4,Semiconductor,,"$170,000"
199,Google,"Mountain View, CA", 8/17/20,L5,ML / AI,,"$376,000"
200,Google,"Atlanta, GA", 8/17/20,6,Cloud,,"$315,000"
201,Microsoft,"Reading, EN, United Kingdom", 8/16/20,63,Full Stack,,"$150,000"
202,Cisco,"Singapore, SG, Singapore", 8/15/20,Grade 10,Networking,,"$170,000"
203,Aws,"San Francisco, CA", 8/15/20,L6,ML / AI,,"$280,000"
204,Deloitte Consulting,"Atlanta, GA", 8/14/20,Senior Manager,Full Stack,,"$254,000"
205,Cognizant,"White Plains, NY", 8/14/20,Level1,PM,,"$100,000"
206,Google,"Sunnyvale, CA", 8/14/20,L5,Data,,"$304,000"
207,Intel,"Santa Clara, CA", 8/14/20,Grade 9,Hardware,,"$251,000"
208,Microsoft,"Redmond, WA", 8/13/20,67,Full Stack,,"$458,000"
209,Microsoft,"Redmond, WA", 8/13/20,PM 1,Full Stack,,"$163,000"
210,Microsoft,"Boone, NC", 8/13/20,65,iOS,,"$295,000"
211,Apple,"Cupertino, CA", 8/13/20,ICT4,Data,,"$270,000"
212,Facebook,"Menlo Park, CA", 8/13/20,L3,Server Infra,,"$200,000"
213,Google,"Sunnyvale, CA", 8/12/20,L5,Distributed Systems (Back-End),,"$296,000"
214,Microsoft,"Redmond, WA", 8/12/20,63,Data,,"$190,000"
215,Facebook,"Menlo Park, CA", 8/12/20,L5,Distributed Systems (Back-End),,"$335,000"
216,Google,"Seattle, WA", 8/12/20,L4,Full Stack,,"$220,000"
217,Amazon,"Berlin, BE, Germany", 8/12/20,L5,API Development (Back-End),,"$117,000"
218,MSFT,"Redmond, WA", 8/11/20,65,Data,,"$315,000"
219,Microsoft,"San Francisco, CA", 8/11/20,L63,ML / AI,,"$259,000"
220,Google,"Mountain View, CA", 8/11/20,L7,ML / AI,,"$584,000"
221,General Motors,"Warren, MI", 8/11/20,7A,Android,,"$150,000"
222,Amazon,"San Francisco, CA", 8/10/20,L6,Full Stack,,"$345,000"
223,Microsoft,"Redmond, WA", 8/10/20,L65,Security,,"$290,000"
224,Microsoft,"Redmond, WA", 8/10/20,64,ML / AI,,"$231,000"
225,Intel,"Folsom, CA", 8/10/20,Grade 8,Full Stack,,"$200,000"
226,Facebook,"Menlo Park, C",| 8/7/20,IC5,Distributed Systems (Back-End),,"$310,000"
227,Pinterest,"San Francisco, C",| 8/7/20,L4,ML / AI,,"$205,000"
228,Microsoft,"Dallas, T",| 8/7/20,64,ML / AI,,"$250,000"
229,Microsoft,"Redmond, W",| 8/7/20,66,Distributed Systems (Back-End),,"$340,000"
230,Deloitte,"Washington, D",| 8/7/20,Senior Consultant,Govt,,"$125,000"
231,Expedia,"Seattle, W",| 8/6/20,M,Data,,"$245,000"
232,Microsoft,"Seattle, W",| 8/6/20,Principal PM,Azure,,"$330,000"
233,IHS Markit,"New York, N",| 8/6/20,5,Data,,"$110,000"
234,Apple,"Cupertino, C",| 8/6/20,ICT3,Hardware,,"$211,000"
235,Expedia,"Seattle, W",| 8/5/20,M,Data,,"$245,000"
236,Amazon,"Seattle, W",| 8/5/20,L6,Systems,,"$365,000"
237,Citi,"Irving, T",| 8/4/20,Associate,Full Stack,,"$113,000"
238,Optum,"Minneapolis, M",| 8/4/20,29,Full Stack,,"$124,000"
239,Dell,"Round Rock, T",| 8/4/20,I9,Full Stack,,"$160,000"
240,Microsoft,"Redmond, W",| 8/4/20,64,Datacenter,,"$198,000"
241,Pinterest,"San Francisco, C",| 8/4/20,L4,Design,,"$215,000"
242,Microsoft,"Redmond, W",| 8/4/20,65,Mobile (iOS + Android),,"$311,000"
243,Adobe,"San Jose, C",| 8/4/20,L3,IT,,"$175,000"
244,McKinsey,"Bengaluru, KA, Indi",| 8/3/20,Digital Analyst,Digital Strategy and Product Development,,"$27,000"
245,Oracle,"Seattle, W",| 8/3/20,IC-5,Distributed Systems (Back-End),,"$550,000"
246,Amazon,"Sunnyvale, C",| 8/3/20,L6,Design,,"$273,000"
247,Amazon,"Los Angeles, C",| 8/2/20,L5,Security,,"$205,000"
248,Amazon,"Bangalore, KA, Indi",| 8/1/20,L5,Full Stack,,"$72,000"
249,Microsoft,"Montreal, QC, Canada", 7/31/20,59,ML / AI,,"$68,000"
250,Google,"Sunnyvale, CA", 7/31/20,L4,Networking,,"$234,000"
251,Airbnb,"San Francisco, CA", 7/31/20,G9,Full Stack,,"$370,000"
252,Visa,"Los Angeles, CA", 7/30/20,M1,IT,,"$170,000"
253,EPAM Systems,"Moscow, MC, Russia", 7/30/20,L2,Web Development (Front-End),,"$53,000"
254,Facebook,"Menlo Park, CA", 7/29/20,IC5,Distributed Systems (Back-End),,"$300,000"
255,T-mobile,"Seattle, WA", 7/28/20,7,Security,,"$190,000"
256,Facebook,"San Francisco, CA", 7/28/20,L5 Product Manager,ML / AI,,"$275,000"
257,Twitter,"Seattle, WA", 7/28/20,Staff Technical Program Manager,Security,,"$298,000"
258,Amazon,"Seattle, WA", 7/27/20,L6,Business,,"$255,000"
259,Microsoft,"Seattle, WA", 7/27/20,63,ERP,,"$235,000"
260,Facebook,"Menlo Park, CA", 7/27/20,IC3,Product,,"$136,000"
261,Microsoft,"Bellevue, WA", 7/27/20,65,Full Stack,,"$202,000"
262,Lyft,"San Francisco, CA", 7/26/20,T5,Product,,"$432,000"
263,Google,"Seattle, WA", 7/26/20,L4,iOS,,"$210,000"
264,Salesforce,"Seattle, WA", 7/25/20,Senior Director,Infrastructure,,"$440,000"
265,Grab,"Singapore, SG, Singapore", 7/25/20,G5,Ot,,"$146,000"
266,Accenture,"Cambridge, MA", 7/25/20,L7,Mobile (iOS + Android),,"$135,000"
267,Qualcomm,"San Diego, CA", 7/24/20,Staff Program Manager,Program Management,,"$235,000"
268,Oracle,"Boston, MA", 7/23/20,IC4,OCI,,"$200,000"
269,Amazon,"Nashville, TN", 7/23/20,L4,Networking,,"$135,000"
270,Microsoft,"Redmond, WA", 7/22/20,63,Full Stack,,"$182,000"
271,Microsoft,"Redmond, WA", 7/22/20,63,Full Stack,,"$185,000"
272,Amazon,"Austin, TX", 7/22/20,L6,API Development (Back-End),,"$266,000"
273,Facebook,"Menlo Park, CA", 7/21/20,IC5,Mobile (iOS + Android),,"$307,000"
274,Amazon,"Seattle, WA", 7/21/20,L6,Full Stack,,"$197,000"
275,Apple,"Cupertino, CA", 7/21/20,ICT4,HWE,,"$300,000"
276,Apple,"Cupertino, CA", 7/20/20,ICT4,iOS,,"$300,000"
277,Microsoft,"Redmond, WA", 7/20/20,63,Security,,"$205,000"
278,Lyft,"Portland, OR", 7/20/20,T3,Distributed Systems (Back-End),,"$113,000"
279,Apple,"Cupertino, CA", 7/18/20,ICT4,iOS,,"$345,000"
280,Amazon,"Bangalore, KA, India", 7/17/20,L6,Full Stack,,"$110,000"
281,Intel,"Santa Clara, CA", 7/16/20,Grade 9,SOC design,,"$250,000"
282,Apple,"Sunnyvale, CA", 7/16/20,ICT3,Mobile (iOS + Android),,"$213,000"
283,Google,"Mountain View, CA", 7/15/20,T5,Android,,"$370,000"
284,Facebook,"Menomonie, WI", 7/15/20,IC6,Networking,,"$380,000"
285,ServiceNow,"San Diego, CA", 7/15/20,IC4,DevOps,,"$280,000"
286,Cisco,"Milpitas, CA", 7/14/20,Grade 10,Networking,,"$165,000"
287,Uber,"San Francisco, CA", 7/14/20,L5A,Distributed Systems (Back-End),,"$410,000"
288,Amazon Web Services,"Munich, BY, Germany", 7/14/20,6,ML / AI,,"$250,000"
